stop_name,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
PISCINA DI PINEROLO,2.4430882770366167,1.0,46,3523,1223,779,241,44.921744,7.425482
PISCIOTTA PALINURO,4.571717171717172,1.0,52,2970,973,653,314,40.091539,15.243601
PISTICCI,2.8877952755905514,2.0,6,508,153,88,37,40.420848,16.552181
PLOAGHE,2.080691642651297,2.0,31,1388,313,107,40,40.66132,8.728075
POCAPAGLIA,1.0098126672613739,0.0,15,1121,88,53,17,44.701066,7.892496
POGGIBONSI,2.3957986688851913,2.0,70,4808,1652,809,127,43.468093,11.149455
POGGIO - CAREGGINE - VAGLI,3.4262717321313585,3.0,26,1553,549,264,34,44.148541,10.350626
POGGIO FIDONI,8.559228650137742,8.0,6,363,357,326,52,42.395811,12.795429
POGGIO IMPERIALE,17.0,17.0,1,1,1,1,1,41.805561,15.35707
POGGIO RENATICO,3.6079770032339202,2.0,44,2783,1032,574,197,44.767292,11.483701
POGGIRIDENTI-TRESIVIO-PIATEDA,2.4019607843137254,1.0,6,408,76,40,10,46.166888,9.93382
POLICORO TURSI,8.342939481268012,6.0,4,347,238,196,81,40.207304,16.688819
POLLINA,0.44304682040531096,-1.0,23,1431,164,107,69,38.018,14.175943
POMEZIA - S.PALOMBA,2.330441640378549,1.0,98,5072,1158,566,166,41.706171,12.573611
PONTASSIEVE,3.095042910208787,2.0,131,7807,2693,1388,307,43.773949,11.437904
PONTE A MORIANO,3.9757834757834756,3.0,34,2106,908,455,92,43.908371,10.534264
PONTE A TRESSA,2.116154873164219,1.0,15,749,92,35,11,43.250844,11.39617
PONTE DI NONA,0.44614393817420706,-1.0,95,6211,731,340,105,42.061563,13.581585
PONTE D`ADDA,5.624543795620438,3.0,30,2192,1088,712,277,45.184352,9.790737
PONTE GARDENA,2.5257199113955204,1.0,56,4063,1046,656,270,46.6012,11.53251
PONTE NELLE ALPI POLPET,0.3714470284237726,0.0,58,3096,160,76,33,46.182328,12.277604
PONTE S.PIETRO,4.35098801425332,3.0,75,6174,2605,1533,366,45.69916,9.584322
PONTECAGNANO,3.39101192295934,2.0,52,3271,1015,606,233,40.641033,14.870272
PONTEDERA CASCIANA TERME,2.0247681396617567,1.0,149,9165,2089,1081,290,43.662145,10.628773
PONTELAMBRO - CASTELMARTE,0.009375,0.0,32,2240,0,0,0,,
PONTETTO,10.0,10.0,1,1,1,1,0,44.377309,9.07696
PONTI,3.9379407616361073,3.0,23,1418,666,325,48,44.629979,8.365262
PONTREMOLI,2.0646067415730336,1.0,50,3204,833,511,155,44.371976,9.887795
POPOLI VITTORITO,0.054765886287625416,0.0,41,2392,136,69,28,42.172354,13.826152
POPULONIA,1.4846153846153847,1.0,13,130,11,9,4,42.996412,10.540659
PORRETTA  TERME,1.7703180212014133,1.0,30,2264,432,150,38,44.155757,10.978039
PORTO DI VASTO,2.1462264150943398,1.0,23,1696,328,176,55,42.167774,14.698057
PORTO D`ASCOLI,3.3216695826043487,2.0,79,4001,1204,613,182,42.912792,13.896813
PORTO TORRES,0.6887816646562123,0.0,14,829,74,31,14,40.833045,8.39642
PORTO VALTRAVAGLIA,3.5364067212408443,2.0,34,2321,862,462,103,45.958219,8.674141
PORTOGRUARO CAORLE,1.6581377744133232,1.0,94,6605,959,432,172,45.781438,12.832375
POSTO COMUNICAZIONE DOLCE`,4.893887945670628,4.0,34,2356,1184,826,320,45.601513,10.850588
POVO,2.357647058823529,2.0,17,1275,366,165,23,,
POZZALLO,2.42534504391468,1.0,14,797,180,104,47,36.733821,14.848708
PRACCHIA,0.8336633663366336,1.0,12,1010,63,17,11,44.05479,10.90691
PRASCO CREMOLINO,2.702188940092166,2.0,23,1736,376,203,70,44.648906,8.55001
PRATIGNONE,20.0,13.0,3,3,3,3,3,43.849273,11.162008
PRATO CENTRALE,0.7700199982610207,-1.0,196,11501,1465,915,424,43.878737,11.109252
PREGANZIOL,11.4375,9.0,15,16,14,11,8,45.60367,12.23138
PREGNANA MILANESE,7.754716981132075,7.0,57,106,91,72,18,45.511868,9.003943
PREMOSELLO CHIOVENDA,2.171396140749149,1.0,54,2643,527,335,138,46.002188,8.326649
PRIOLO MELILLI,1.797,1.0,24,1000,156,94,44,37.157951,15.197038
PRIVERNO FOSSANOVA,1.7321428571428572,0.0,86,4200,883,572,223,41.421853,13.186406
QUARTO DI MARANO,0.7619047619047619,1.0,32,798,42,24,10,40.871086,14.122801
QUERCIANELLA,2.871903004744333,2.0,38,1897,553,305,106,43.454922,10.37255
R.C.AEROPORTO,18.5,12.0,2,2,2,2,2,38.073039,15.642301
RACALMUTO,0.2647058823529412,0.0,9,544,50,24,10,37.406065,13.72752
RAGUSA,1.7345559845559846,0.0,18,1036,246,164,64,36.91927,14.725677
RAIANO,1.8668621700879766,1.0,35,1705,303,107,15,42.097931,13.80908
RAPALLO,8.380952380952381,7.0,69,147,106,85,46,44.351398,9.231282
RECCO,2.0179895849771183,1.0,122,6337,1558,1003,363,44.361215,9.146788
REGGIO DI CALABRIA ARCHI,3.0,3.0,1,1,0,0,0,,
REGGIO DI CALABRIA CATONA,8.5,2.0,2,2,1,1,1,38.185806,15.641205
REGGIO DI CALABRIA GALLICO,0.17855968431437028,0.0,45,3041,113,54,16,38.165235,15.650716
REGGIO DI CALABRIA OMECA,3.272727272727273,1.0,8,11,2,2,1,,
REMEDELLO SOPRA,6.895275207014126,5.0,25,2053,1359,960,312,45.27848,10.379211
RENATE-VEDUGGIO,3.322749590834697,2.0,38,3055,1072,509,79,45.728304,9.279834
RHO,3.49059345983044,3.0,211,12385,4596,2437,565,45.523813,9.043563
RICADI,2.9095315024232633,1.0,26,1238,324,168,60,38.630676,15.839848
RIGOMAGNO,5.0,5.0,1,1,1,0,0,43.256767,11.706492
RIMINI,1.5952917093142271,-1.0,167,9770,2282,1738,1027,44.064176,12.574093
RIMINI MIRAMARE,2.0,2.0,1,1,0,0,0,44.030388,12.618105
RIMINIFIERA,5.603125,3.0,55,640,283,181,83,,
RIOLA,1.823917407513622,1.0,48,3487,572,219,39,44.229851,11.053592
RIPAFRATTA,2.630481156672197,2.0,74,4219,1011,484,110,43.821711,10.415733
RISANO,6.666666666666667,4.0,1,3,2,1,1,45.97487,13.26181
ROBBIO,3.3371169125993188,3.0,22,1762,658,218,68,45.293542,8.597051
ROCCA DI CORNO,0.7018150388936906,0.0,18,1157,185,85,18,42.388164,13.143939
ROCCA DI FONDI,1.6635773864689527,1.0,19,1079,167,72,27,42.39799,13.095825
ROCCA RAVINDOLA,1.4159132007233273,0.0,12,553,103,58,25,41.521035,14.122965
ROCCAPALUMBA-ALIA,1.4435742257030972,0.0,46,2809,645,357,131,37.793751,13.673628
ROCCAVIONE,2.130325814536341,1.0,36,1596,188,67,22,44.314445,7.485361
ROCCAVIVI,5.5,0.0,7,8,1,1,1,,
ROCCHETTA CAIRO,2.821579689703808,2.0,23,1418,202,77,39,44.427477,8.295356
ROCCHETTA S.ANT.LAC.,0.9078651685393259,1.0,7,445,117,70,17,41.1518,15.53295
ROLO NOVI FABBRICO,2.1826018808777428,1.0,32,2552,501,294,133,44.886561,10.867882
ROMA BALDUINA,1.8796417649628658,1.0,153,9156,1393,496,109,,
ROMA NOMENTANA L.L.,1.1037697608431294,1.0,167,9868,1023,486,143,41.932935,12.523628
ROMANORE,2.646643109540636,1.0,32,2547,612,341,151,45.063834,10.750997
RONCEGNO BAGNI-MARTER,2.7059748427672954,2.0,17,1272,410,146,20,46.03618,11.398818
RONCO SCR.,1.8185687263556116,1.0,87,6344,1365,857,297,44.614537,8.949421
RONTA,3.5685534591194967,3.0,23,1590,630,356,85,44.009432,11.434125
ROSETO DEGLI ABRUZZI,2.712586941889163,2.0,72,4457,1323,739,158,42.677852,14.01535
ROSOLINI,1.6198704103671706,0.0,17,926,181,122,64,36.81598,14.952955
ROSSANO,6.555986696230598,5.0,25,1804,1136,801,290,39.603005,16.640859
ROSSANO VENETO,0.3333333333333333,0.0,3,3,0,0,0,45.702039,11.784812
ROTTOFRENO,12.125,9.0,10,16,15,14,7,45.060546,9.549127
ROVERETO - S.V. - MEDELANA,1.1004098360655739,0.0,18,976,96,40,18,,
RUBIERA,3.3824162311712267,2.0,47,3253,991,621,213,44.65618,10.780252
RUDALZA,1.3371356147021547,1.0,12,789,12,8,2,40.994082,9.531214
S. DAMIANO D`ASTI,0.6931862938164631,0.0,31,2539,296,131,19,44.878914,8.125956
S. GIULIANO PIACENTINO,3.796577946768061,3.0,17,1052,383,167,49,45.070627,9.985919
S. PAOLO SOLBRITO,1.858486867894943,1.0,31,2551,404,198,25,44.951753,7.975779
S. STEFANO DI MAGRA,2.319745591211333,1.0,55,3459,820,421,154,44.156857,9.915202
S. VINCENZO,2.2912477823772917,1.0,62,3382,825,498,171,43.100366,10.539823
S.ANTIMO S.ARPINO,8.428571428571429,7.0,11,14,12,8,5,40.949188,14.247415
S.ANTONIO MANTOVANO,2.3333333333333335,1.0,30,2112,458,231,87,45.187447,10.785806
S.CANDIDO,2.021276595744681,1.0,6,329,24,11,6,46.732728,12.271917
S.CROCE DEL LAGO,2.2875536480686693,2.0,24,1398,289,108,26,46.094795,12.324068
S.DEMETRIO DE` VESTINI,1.7713950762016413,2.0,35,1706,333,87,17,42.294447,13.536543
S.DONATO MILANESE,5.666666666666667,6.0,3,3,2,2,0,,
S.ELLERO,5.869747899159663,5.0,60,238,164,110,22,43.742143,11.469621
S.FELICE SP,2.8086359175662414,1.0,87,5095,1411,896,295,44.834527,11.140243
S.FREDIANO A SETTIMO,9.628571428571428,8.0,20,35,27,23,13,43.680508,10.517254
S.GIOVANNI VALDARNO,3.315715562364356,2.0,121,7833,2526,1438,432,43.56601,11.527033
S.GIULETTA,13.8,11.0,3,5,5,4,3,45.035719,9.179239
S.LUCIDO MARINA,1.176991150442478,1.0,4,339,32,18,12,39.313203,16.045546
S.MARCO ROGGIANO,-0.6076066790352505,-1.0,14,1078,68,38,16,39.605223,16.208776
S.MARTINO BUON ALBERGO,10.0,5.0,2,2,2,1,1,45.421559,11.089155
S.MINIATO FUCECCHIO,9.104477611940299,6.0,37,67,51,39,18,43.701383,10.831605
S.NICOLO',4.370174510840825,2.0,26,1891,751,471,169,45.058843,9.606443
S.PATRIZIO,5.741610738255034,5.0,4,298,173,122,40,,
S.PIERO A SIEVE,1.903018625561978,1.0,47,3114,534,312,81,43.958317,11.322742
S.PIETRO IN CASALE,1.9390538674033149,1.0,81,5792,1209,739,281,44.697928,11.404763
S.PIETRO IN GU`,2.2231638418079096,2.0,34,2124,308,102,36,45.605039,11.673157
S.SEVERINO MARCHE,3.2871345029239767,3.0,37,1710,689,339,67,43.22996,13.183491
S.VINCENZO V.R.,4.090909090909091,0.0,9,11,1,1,1,41.832988,13.526148
S.VITTORIA,0.8658682634730539,0.0,36,2505,159,89,33,44.69561,7.916909
SAIRANO,5.9042669584245075,5.0,27,1828,1270,662,136,45.138858,9.046868
SAIRANO ZINASCO,5.870594423987375,5.0,28,1901,1301,677,140,45.133795,9.030153
SALA AL BARRO-GALBIATE,3.8271481109996657,3.0,37,2991,1112,533,143,45.821086,9.359223
SALBERTRAND,1.9203173508106244,1.0,67,2899,387,195,74,45.073478,6.887428
SALEMI GIBELLINA,3.1573146292585172,2.0,18,998,241,140,66,37.806619,12.865517
SALERNO,1.5477697944084798,-1.0,256,14057,3053,2128,1247,40.675137,14.772822
SALERNO IRNO,2.3333333333333335,1.0,2,3,1,1,0,,
SALONE,0.7789522058823529,0.0,37,2176,254,127,29,41.915253,12.636215
SALORNO,10.0,9.0,22,47,46,41,17,46.245842,11.202681
SALZANO ROBEGANO,21.0,27.0,3,3,2,2,2,45.535378,12.111485
SAMASSI SERRENTI,0.5048885412592883,-1.0,56,2557,217,129,54,39.483075,8.899035
SAN BENEDETTO PO,2.6794380587484037,1.0,14,783,155,97,54,,
SAN GIORGIO,2.465909090909091,1.0,26,1672,336,196,46,38.173967,14.94414
SAN MOMME`,1.8094768015794669,2.0,12,1013,92,19,12,44.027999,10.914798
SANNAZZARO,4.4358302776322684,3.0,28,1909,928,444,100,45.10554,8.905149
SANREMO,9.741573033707866,8.0,39,89,72,63,32,43.821269,7.766693
SANTA MARINELLA,1.3361847733105219,1.0,86,5845,753,382,113,42.035892,11.863122
SANTE MARIE,1.1931818181818181,1.0,1,88,3,3,0,42.096993,13.21696
SANTOPADRE,2.0833333333333335,1.0,8,12,3,2,0,,
SANTUARIO,1.0804597701149425,1.0,10,522,27,15,7,44.34607,8.435756
SAPRI,4.372358936117325,1.0,72,4023,1284,901,502,40.078013,15.627204
SARMATO,13.272727272727273,10.0,9,22,22,19,11,45.063043,9.491116
SARTIRANA,2.11558854718982,1.0,34,1886,433,237,65,45.111728,8.67012
SASSO MARCONI,2.006505159264244,1.0,64,4458,769,245,63,44.394939,11.254333
SASSUOLO RADICI,4.198453608247423,3.0,8,388,169,88,29,,
SAVIGLIANO,2.1863334387851947,1.0,99,6322,1262,530,177,44.651337,7.663748
SAVONA,1.173846740373618,0.0,143,7869,1445,906,357,44.306892,8.470259
SCARLINO,2.0852641334569046,1.0,16,1079,259,166,56,42.942002,10.836798
SCICLI,2.6954887218045114,1.0,14,798,206,120,44,36.789939,14.698759
SCOPETI,4.65914585012087,4.0,43,2482,1379,804,137,43.841117,11.497001
SCURCOLA MARSICANA,1.4723926380368098,-1.0,6,326,50,33,14,42.053136,13.344374
SECUGNAGO,3.0203536870203536,1.0,44,2997,779,470,200,45.223253,9.58684
SEDICO BRIBANO,0.730460498521335,0.0,76,2367,129,59,24,46.095424,12.086508
SEGRATE,17.294117647058822,13.0,16,17,11,11,11,45.480702,9.298873
SELLA DI CORNO,0.7807539682539683,0.0,17,1008,116,60,26,42.360461,13.189876
SERIATE,2.2212168486739468,2.0,40,3205,610,283,84,45.683145,9.724628
SERMIDE,3.831236897274633,2.0,17,954,339,191,61,,
SERRADIFALCO,-1.6537216828478964,-2.0,5,309,8,5,5,37.431804,13.883299
SERRAMANNA NURAMINIS,0.8978473581213308,0.0,56,2555,219,125,55,39.426123,8.916579
SERRAVALLE SCRIVIA,10.222222222222221,9.0,9,9,7,6,3,44.72393,8.858548
SGURGOLA,2.3464299206649035,1.0,50,2647,584,347,77,41.687018,13.146199
SIBARI,1.7178019461934746,0.0,24,1747,448,281,150,39.749863,16.456922
SICIGNANO DEGLI ALBURNI,4.570713391739675,2.0,15,799,334,230,82,40.605454,15.290904
SIDERNO,3.5109961190168177,2.0,49,3092,1083,641,220,38.2708,16.302
SIECI,5.361111111111111,5.0,69,216,129,85,16,43.790892,11.394608
SIGNA,9.55921052631579,7.0,53,152,117,94,41,43.775441,11.095961
SINALUNGA,2.6299694189602447,2.0,38,1962,618,249,58,43.216189,11.744866
SIPICCIANO S.NICOLA,1.1240601503759398,1.0,4,266,43,12,2,,
SIRACUSA,3.282429245283019,0.0,40,1696,428,305,206,37.068906,15.280896
SISTIANA,1.6738305941845766,1.0,50,2373,315,144,47,45.774903,13.645832
SOLAGNA,2.7149200710479575,3.0,15,1126,262,52,14,45.815434,11.72134
SOLAROLO,4.876918054195233,3.0,51,3063,1447,910,317,44.356425,11.849183
SOMMA LOMBARDO,4.047527047913447,3.0,57,2588,1063,687,178,45.686423,8.712991
SORI,8.8,8.0,15,20,16,15,5,44.369795,9.106006
SPADAFORA,11.6,9.0,10,30,30,26,12,38.221922,15.377196
SPIGNO,4.395627644569816,4.0,23,1418,812,424,58,44.539437,8.317924
SPINEA,1.413635460147088,1.0,70,5031,658,241,85,45.491568,12.177168
SPINETOLI COLLI,6.0,6.0,1,1,1,1,0,42.87032,13.762811
SPINETTA,2.175342465753425,2.0,24,1095,194,82,20,44.882378,8.683146
SQUILLACE,16.0,16.0,2,6,4,4,4,38.77705,16.570418
SQUINZANO,1.9844428364688858,1.0,65,2764,512,273,96,40.439266,18.046097
STAZIONE PER L`ALPAGO,2.307226107226107,2.0,35,2145,364,138,43,46.137574,12.316066
STRADELLA,3.8856076035302105,2.0,39,2946,1026,640,259,45.079465,9.300865
STRAMBINO,2.6281453867660765,2.0,36,2146,545,252,61,45.382508,7.887955
STRIGNO,3.3203194321206744,3.0,15,1127,427,164,17,46.051003,11.514327
SUZZARA,2.4660145472786557,1.0,52,3987,898,487,202,44.994432,10.756138
TALAMONA,4.686489607390301,3.0,21,1732,830,508,158,46.13952,9.599528
TAORMINA,2.870815652993871,1.0,82,4242,1128,717,358,37.845429,15.282584
TARANTO,0.6272530641672674,-2.0,43,2774,371,274,169,40.483727,17.224059
TARVISIO BOSCOVERDE,2.3706896551724137,-1.0,15,348,55,40,22,46.505956,13.608012
TAVAZZANO,-0.05834777585210861,-1.0,101,3462,428,229,66,45.32629,9.402748
TELESE CERRETO,4.541315345699831,2.0,33,1779,788,628,276,41.211709,14.526165
TERAMO,1.4759166067577283,1.0,22,1391,147,48,15,42.660551,13.715882
TERLANO-ANDRIANO,3.3967821107172074,3.0,50,3667,1560,611,40,46.528517,11.248394
TERME EUGANEE-ABANO-MONTEGR.,1.4023889511011571,0.0,82,5358,907,549,205,45.32744,11.79604
TERMINI IMERESE,-0.054848445085946725,-1.0,129,7621,787,491,263,37.980132,13.703631
TERNATE VARANO BORGHI,3.024579560155239,2.0,34,2319,634,379,125,45.781835,8.700371
TERNI,1.3265886816313626,0.0,72,3163,726,440,181,42.570768,12.651091
TEZZE DI GRIGNO,3.8543516873889874,3.0,15,1126,486,230,17,45.990485,11.669726
TIVOLI,1.4693585337915236,1.0,55,3492,635,293,100,41.961849,12.805047
TOMMASO NATALE,6.666666666666667,5.0,5,6,4,3,1,38.190283,13.28819
TOR SAPIENZA,0.3085666175541991,-1.0,74,4751,330,187,66,41.907095,12.594489
TORANO LATTARICO,1.2313851080864693,0.0,16,1249,167,85,58,39.49455,16.210509
TORINO LINGOTTO,0.9493324827994715,0.0,327,21947,3120,1425,397,45.0266,7.657469
TORINO PORTA SUSA,1.3707840938497369,0.0,359,23186,3629,1885,704,45.075906,7.667673
TORINO REBAUDENGO FOSSATA,1.4848684692606433,1.0,200,13647,1937,797,136,,
TORRAZZA P.,2.4446942446043165,1.0,38,2224,611,313,80,45.211855,7.970255
TORRE ANNUNZIATA CENTRALE,2.2445551864156514,1.0,85,5418,1142,548,182,40.747131,14.463744
TORRE ANNUNZIATA CITTA',0.0,0.0,1,1,0,0,0,40.754069,14.448628
TORRE DEL LAGO PUCCINI,3.2528951486697966,2.0,48,3195,1025,578,154,43.826501,10.290287
TORRE DE` PICENARDI,4.324159021406728,3.0,8,654,256,168,52,45.137198,10.286849
TORRE MELISSA,4.552727272727273,4.0,21,1375,711,428,83,39.304391,17.108402
TORRICOLA,1.7904890085240017,1.0,75,4458,877,448,112,41.809538,12.557716
TORRIONE,2.3168198162205353,2.0,70,2503,369,56,5,,
TORTONA,3.7264728385615915,2.0,94,5228,1881,1193,416,44.900126,8.861777
TORTORETO LIDO,5.5,5.0,2,2,2,1,0,42.804562,13.939012
TRABIA,4.3,3.0,8,10,3,2,1,37.996408,13.65567
TRAPANI,-0.12433011789924973,-2.0,15,933,91,74,53,38.017092,12.518814
TRAPPETO,3.458515283842795,2.0,13,687,188,102,47,38.065089,13.036873
TRE CROCI,2.5752032520325203,2.0,20,984,200,100,26,42.331525,12.086159
TREBISACCE,8.522988505747126,6.0,4,348,235,175,78,39.865561,16.532173
TRECATE,2.426851697040629,1.0,107,5981,1243,627,193,45.428589,8.739561
TRECELLA,5.4,4.0,4,5,4,1,1,45.512792,9.480674
TREMESTIERI,11.666666666666666,9.0,3,3,3,3,1,38.150323,15.535528
TREPUZZI,4.333333333333333,2.0,3,3,1,1,0,40.40964,18.076902
TRESENDA-APRICA-TEGLIO,2.5013357079252003,1.0,50,2246,428,301,170,46.162082,10.083754
TREVIGLIO OVEST,1.391878572836586,1.0,70,5073,741,335,100,45.521762,9.580281
TRICESIMO - SAN PELAGIO,13.5,5.0,2,2,2,1,1,,
TRIESTE AIRPORT,1.2641826116146357,0.0,85,5958,766,400,163,,
TRIESTE CENTRALE,1.4799690342558545,0.0,85,5167,758,419,226,45.657456,13.771873
TRINO VERCELLESE,3.0340172786177106,2.0,29,1852,591,305,74,45.190066,8.294093
TRIUGGIO-PONTE ALBIATE,1.5603910438347524,1.0,40,3171,657,329,61,45.658956,9.266961
TROFARELLO,1.473811364514882,1.0,158,10348,1570,638,126,44.980471,7.735206
TRONZANO,1.5346778160354155,0.0,34,2033,375,179,64,45.342929,8.168395
UDINE,0.5532869296210363,0.0,115,6465,811,433,192,46.055791,13.242003
UGOVIZZA VALBRUNA,0.3008,-1.0,19,625,48,20,6,46.502902,13.494972
URBISAGLIA SFORZACOSTA,17.5,0.0,2,2,1,1,1,43.25746,13.416932
VALDAORA - ANTERSELVA,-0.2876712328767123,-1.0,11,657,13,10,4,46.769231,12.02898
VALENZA,3.103525121555916,2.0,80,4936,1763,1017,244,45.023527,8.625808
VALLE DI MADDALONI,5.363412633305988,4.0,24,1219,619,479,220,41.087558,14.426049
VALLE DI MERCATO S.SEVERINO,4.5,3.0,2,2,1,1,0,40.776365,14.722362
VALLEDOLMO,0.0,0.0,1,1,0,0,0,37.709073,13.756029
VALMADONNA,3.3647327249022165,2.0,51,3068,927,468,140,44.972588,8.610667
VALMONTONE,3.1333692335307846,2.0,101,5571,1291,548,140,41.774291,12.923696
VANDOIES,0.8871951219512195,1.0,10,656,44,15,2,46.814822,11.723079
VANZAGO POGLIANO,4.556175854849965,4.0,91,5732,2872,1562,347,45.525216,8.995531
VAPRIO D`AGOGNA,4.575308641975309,3.0,6,405,189,97,34,45.599085,8.536862
VARALLO SESIA,-5.0,-5.0,1,1,0,0,0,45.815227,8.256606
VARANO,2.3213592233009708,1.0,56,3090,736,440,125,43.574729,13.523436
VARAZZE,2.1458445040214476,1.0,116,5595,960,568,196,44.356842,8.566682
VAREDO,0.21049723756906077,0.0,131,7240,116,50,9,,
VARENNA ESINO,3.9802513464991023,2.0,79,4456,1630,1060,422,46.015,9.286405
VENEZIA MESTRE OSPEDALE,14.2,14.0,10,10,10,9,7,,
VENEZIA SANTA LUCIA,0.7736285858077504,0.0,312,19870,2301,1116,604,45.441569,12.320882
VENTIMIGLIA,1.969430485762144,0.0,46,2388,620,419,168,43.792561,7.610224
VERCEIA,0.02241112828438949,-1.0,35,2588,175,99,43,46.202832,9.458412
VERGATO,2.5166284403669725,2.0,48,3488,745,267,36,44.282723,11.114386
VERNANTE,0.5003123048094941,0.0,36,1601,84,39,16,44.244639,7.535986
VERNAZZA,9.793103448275861,8.0,33,58,54,46,20,44.134963,9.684804
VERNIO MONTEPIANO CANTAGALLO,2.3114439324116742,1.0,45,2604,510,264,73,44.043991,11.152342
VEROLANUOVA,2.4663479220301583,2.0,33,2719,737,343,119,45.324989,10.08388
VEROLENGO,2.531960996749729,2.0,29,1846,510,175,26,45.193107,7.969511
VERONA PORTA VESCOVO,2.412533131389625,2.0,96,5282,1475,851,318,45.435552,11.018841
VETRALLA,0.9667006455997281,1.0,57,2943,280,157,58,42.304619,12.089137
VIA LUNGA,0.687929717341482,0.0,46,2618,298,114,20,,
VIETRI SUL MARE,1.5555555555555556,2.0,8,9,3,2,1,40.674996,14.726829
VIGARANO PIEVE,3.073926073926074,1.0,18,1001,231,123,49,,
VIGEVANO,2.934549356223176,2.0,57,3728,1123,633,191,45.312712,8.861977
VIGNALE RIOTORTO,4.958333333333333,4.0,9,24,13,8,3,42.967587,10.667255
VIGNATE,5.125,3.0,8,8,3,3,2,45.493946,9.374083
VIGODARZERE,0.12496417311550588,0.0,56,3489,178,78,35,45.453289,11.891641
VIGONZA PIANIGA,9.285714285714286,8.0,6,7,4,4,3,45.442799,12.017977
VILLA BONELLI,2.6149989555044915,2.0,157,9574,2180,768,135,41.8477601,12.455223
VILLA CASTELLI,14.75,0.0,2,20,8,7,6,40.523377,17.476149
VILLA CLAUDIA,2.0003063725490198,1.0,57,3264,446,190,68,41.484326,12.61709
VILLA DEL CONTE,0.6,1.0,5,5,0,0,0,45.607701,11.852518
VILLA RAVERIO,3.106771653543307,2.0,40,3175,1030,488,73,45.690418,9.261549
VILLA SAN SEBASTIANO,0.875,1.0,1,88,2,1,0,42.049331,13.308271
VILLABASSA - BRAIES,-0.4596651445966514,0.0,11,657,20,12,7,46.736492,12.167041
VILLANOVA,0.5626229508196722,0.0,41,3050,333,142,23,44.963159,7.947136
VILLANOVA D`ARDENGHI,4.827040816326531,4.0,25,1960,1268,495,99,45.156982,9.037176
VILLASTELLONE,9.0,5.0,24,29,18,14,8,44.920531,7.749572
VILLAVERLA MONTECCHIO,4.098704268292683,4.0,36,2624,1430,398,60,45.656998,11.524271
VILLETTA MALAGNINO,3.3725190839694656,2.0,9,655,195,106,32,45.137019,10.111943
VILLETTA S. ROMANO,3.302383939774153,2.0,27,1594,570,272,22,44.146764,10.367565
VILPIANO-NALLES,3.8123219373219372,3.0,37,2808,1403,613,43,46.554251,11.220143
VISANO,5.725391216557294,4.0,24,1981,1019,790,302,45.31531,10.363098
VISONE,4.666666666666667,4.0,7,15,11,5,0,44.661951,8.500198
VITERBO PORTA ROMANA,0.11533242876526459,0.0,47,2211,139,88,44,42.411974,12.110482
VITTORIO VENETO,1.7832167832167831,1.0,35,2145,346,163,45,45.989946,12.29327
VOGHERA,3.7542865890998165,2.0,107,6532,2381,1529,531,44.9978,9.007942
ZAMBRA,0.6492183799147323,0.0,71,4222,505,272,80,43.825856,11.206206
